
//Area table dbc tele 406:

Vashj'ir 				 .go -6775.67 4666.52 -213.31 0
Vashj'ir - Nespirah 			 .go -6596.58 4100.27 -426.99 0
Vashj'ir - L'ghorek 			 .go -6278.08 6847.85 -830.30 0
Tol Barad 				 .go -636.29 853.30 287.39 732
Lost Isle 				 .go 2395.86 2219.85 4.42 648
Lost Isle (post-eruption) 		 .go 1738.74 2059.36 267.64 659
Lost Isle (town in a box closed)	 .go 936.40 2339.27 6.94 648
Lost Isle (town in a box opened) 	 .go 941.95 2313.61 5.77 661
Grim Batol (overworld)			 .go -627.52 -175.76 272.13 670
Grim Batol (interior/raid)		 .go -1161.35 -798.59 835.05 671
Blackwing Descent 			 .go -318.66 -222.44 193.43 669
Blackrock Caverns 			 .go 214.40 718.86 105.50 645
Aszhara Naga City 			 .go 3546.8 -5287.96 109.935 1
Goblin Obeservatory (Azshara/overworld)	 .go -10082.2 -5656.43 6.24787 1
Hyjal (overworld)			 .go 4674.88 -3638.37 965.264 1
Firelands (raid) 			 .go 112.84 71.32 -23.54 720
Deepholme (Dungeon) 			 .go 1094 877 338 725
Deepholme (Zone) 			 .go 334.65 155.76 49.24 646
Halls of Origination 			 .go -70.62 366.17 89.78 644
Throne of the Tides			 .go -589.89 809.07 245.33 643
Tol Barad 				 .go -636.29 853.30 287.39 732
Giant Crater 				 .go 2046.37 1596.42 342.65 731
Gilneas 	 		         .go -1774 2450 64 654
Gilneas (overworld)	 		 .go -987.449 1585.69 53.4298 0
Twilight Highlands 			 .go -4875.32 -4117.62 412.55 0
Strange slab of land 			 .go -6099.69 -5100.36 116.46 0
Pleasure Palace 			 .go 3289.19 -4530.02 266.90 1
Skywall 				 .go -355.88 -2.78 637.66 657
Kezan 					 .go -8000 1500 250 648
The Maelstrom 			         .go 728.65 814.11 101.10 730 
Thall!					 .go 859.40 1157.53 -4.18 730


//Area table dbc tele 434:


31,0,1,-510.000000,-40.333302,424.000000,582.333008,0,
44,0,1,0.000000,0.000000,0.000000,0.000000,0,
133,0,1,-1267.270020,-1402.849976,-224.931000,-707.955017,0,
118,1,1,-4526.060059,1690.880005,-4163.970215,1932.270020,4,
142,33,1,2003.769897,-319.882996,2356.199951,-84.929604,21,
143,33,2,2147.556641,-303.214996,2359.983398,-161.597000,21,
144,33,3,2103.770020,-193.216034,2256.199951,-91.596069,21,
145,33,4,2103.770020,-193.214996,2256.199951,-91.590302,21,
146,33,5,2103.770020,-193.214996,2256.199951,-91.590302,21,
147,33,6,2080.770020,-182.546021,2279.199951,-50.259392,21,
148,33,7,2023.770020,-278.216034,2296.199951,-96.596069,21,
165,34,1,-188.330994,-31.469500,189.822006,220.632996,301,
166,36,1,-796.622009,-337.509003,-237.358002,35.333500,39,
167,36,2,-1016.619995,-267.509003,-517.356995,65.333298,39,
28,43,1,-375.946014,-410.146332,560.528992,214.170334,11,
149,47,1,1322.469971,1858.680054,2058.919922,2349.639893,607,
162,48,1,-381.295990,-677.146973,502.924011,-87.667000,43,
163,48,2,-581.296021,-927.146973,302.924011,-337.666962,43,
164,48,3,-281.298004,-877.148315,2.926000,-687.665649,43,
171,70,1,-248.548996,-391.472992,645.119019,204.306000,17,
180,70,2,52.548599,-57.773499,545.119019,270.606995,17,
168,90,1,-277.772003,-694.000000,491.895996,-180.888000,27,
169,90,2,-77.772003,-714.000000,691.895996,-200.888000,27,
170,90,3,-127.772003,-967.333008,741.895996,-387.554993,27,
172,90,4,72.999298,-937.333984,942.669006,-357.553986,27,
176,109,1,-252.270996,-718.518982,442.757996,-255.166000,38,
150,129,1,570.890991,2209.850098,1279.939941,2682.550049,61,
137,189,1,947.986023,1616.858643,1567.969971,2030.181396,20,
140,189,2,-482.463989,93.905502,-162.272995,307.365997,20,
141,189,3,-562.424011,1600.640015,50.272598,2009.099976,20,
179,189,4,1040.689941,812.423706,1743.989990,1281.290405,20,
202,229,1,-876.252014,-286.828003,10.587000,304.398010,29,
207,229,2,-876.252014,-286.828003,10.587000,304.398010,29,
208,229,3,-876.252014,-286.828003,10.587000,304.398010,29,
209,229,4,-876.252014,-286.828003,10.587000,304.398010,29,
210,229,5,-876.252014,-286.828003,10.587000,304.398010,29,
211,229,6,-876.252014,-286.828003,10.587000,304.398010,29,
212,229,7,-876.252014,-286.828003,10.587000,304.398010,29,
200,230,1,-884.723999,248.639664,522.336975,1186.680420,28,
201,230,2,-934.723999,495.302826,572.336975,1500.010254,28,
196,249,1,-371.734985,-223.832993,111.383003,98.245796,141,
151,289,1,-68.638901,104.333000,251.410004,317.697998,22,
152,289,2,-128.639008,44.332600,311.410004,337.699005,22,
153,289,3,-113.639000,34.321201,296.438995,307.707001,22,
154,289,4,-174.121994,-66.321198,356.920013,287.707001,22,
155,329,1,-3617.679932,3338.969971,-2911.959961,3809.449951,23,
156,329,2,-3967.680176,3498.969971,-2961.959717,4169.450195,23,
256,349,1,-827.500000,550.000000,147.500000,1200.000000,101,
257,349,2,-1158.750000,-208.332993,478.750000,883.333008,101,
136,389,1,-285.993011,-452.953003,452.871002,39.623199,321,
181,409,1,-1395.560059,459.860992,-130.759995,1303.060059,29,
262,429,1,-387.500000,200.000000,887.500000,1050.000000,121,
263,429,2,125.000000,-150.000000,650.000000,200.000000,121,
264,429,3,231.250000,-150.000000,718.750000,175.000000,121,
265,429,4,325.000000,-250.000000,1075.000000,250.000000,121,
266,429,5,-900.000000,-281.666992,-99.999199,251.667007,121,
267,429,6,-862.500000,-200.000000,112.500000,450.000000,121,
182,469,1,-1344.050049,-7727.069824,-844.622009,-7394.120117,29,
183,469,2,-1379.050049,-7777.069824,-729.622986,-7344.120117,29,
184,469,3,-1369.050049,-7757.069824,-719.622986,-7324.120117,29,
185,469,4,-1419.050049,-7637.069824,-769.622986,-7204.120117,29,
191,531,1,138.076004,-9510.983398,2915.620117,-7659.287109,261,
192,531,2,1538.069946,-8703.502930,2515.629883,-8051.796387,261,
195,531,3,1738.069824,-8720.169922,2315.629883,-8335.129883,261,
383,532,1,-2225.024414,-11189.599609,-1674.975586,-10822.900391,32,
385,532,2,-2081.419922,-11189.002930,-1823.560059,-11017.096680,32,
386,532,3,-2132.574707,-11066.299805,-1787.425293,-10836.200195,32,
387,532,4,-2190.024414,-11119.599609,-1669.975586,-10772.900391,32,
388,532,5,-1932.579956,-10969.299805,-1698.430054,-10813.200195,32,
389,532,6,-2205.774414,-11190.599609,-1624.225586,-10802.900391,32,
390,532,7,-2066.774414,-11115.599609,-1875.225586,-10987.900391,32,
391,532,8,-2037.680298,-11105.200195,-1898.329712,-11012.299805,32,
393,532,9,-2270.024414,-11459.599609,-1509.975586,-10952.900391,32,
398,532,10,-2040.130005,-11386.333008,-1589.880005,-11086.166992,32,
399,532,11,-1825.530029,-11285.099609,-1554.479980,-11104.400391,32,
401,532,12,-2182.524414,-11444.599609,-1587.475586,-11047.900391,32,
402,532,13,-1963.024414,-11339.099609,-1433.975586,-10986.400391,32,
403,532,14,-2032.630005,-11143.000000,-1787.380005,-10979.500000,32,
404,532,15,-2025.079956,-11113.632813,-1813.930054,-10972.867188,32,
405,532,16,-2020.130005,-11097.000000,-1918.880005,-11029.500000,32,
406,532,17,-2155.129883,-11102.000000,-1813.879883,-10874.500000,32,
56,533,1,-3734.100098,2886.610107,-2640.270020,3615.830078,488,
57,533,2,-4234.100098,2886.610107,-3140.270020,3615.830078,488,
58,533,3,-3787.000000,2336.000000,-2587.000000,3136.000000,488,
59,533,4,-4287.350098,2336.610107,-3087.020020,3136.830078,488,
60,533,5,-4400.089844,2311.340088,-2330.280029,3691.219971,488,
73,533,6,-5522.290039,3379.250000,-4866.350098,3816.540039,488,
222,540,1,-432.639252,-91.748001,631.108215,617.416992,465,
221,542,1,-504.529999,-65.876701,498.989014,603.135986,465,
219,543,1,1294.719971,-1492.479980,1989.280029,-1029.439941,465,
341,544,1,-170.500000,-115.333351,385.500000,255.333344,465,
226,545,1,-716.742004,-425.942200,160.022003,158.567215,467,
227,545,2,-716.742004,-425.942200,160.022003,158.567215,467,
223,546,1,-653.942993,-172.878189,240.977005,423.735168,467,
228,547,1,-836.124023,-391.652039,53.934101,201.720032,467,
355,548,1,-1362.500488,-400.000000,212.502487,650.002014,467,
349,550,1,-787.500000,-100.000000,787.500000,950.000000,479,
233,552,1,-405.105011,-75.424332,284.579010,384.365021,479,
234,552,2,-245.287033,44.000000,300.761017,408.032013,479,
235,552,3,-422.605011,150.832977,214.078995,575.289001,479,
230,553,1,-107.649246,-256.910004,649.753235,248.024994,479,
231,554,1,-341.779999,-100.839195,334.458008,349.986206,479,
232,554,2,-341.779999,-37.839344,334.458008,412.986023,479,
218,555,1,-656.443176,-498.217987,185.079178,62.796902,478,
216,556,1,-187.698242,-295.342987,515.797241,173.654007,478,
217,556,2,-187.698242,-295.342987,515.797241,173.654007,478,
238,557,1,-546.351074,-458.786011,276.934082,90.070801,478,
214,558,1,-414.983215,-140.076004,327.557220,354.950989,478,
215,558,2,-602.483215,-210.076004,215.057251,334.950989,478,
433,564,1,23.870539,-240.000000,1276.120117,594.833008,473,
434,564,2,-176.000000,380.000000,799.000000,1030.000000,473,
435,564,3,-191.000000,400.000000,814.000000,1070.000000,473,
436,564,4,134.999512,343.333008,575.000488,636.666992,473,
437,564,5,-70.000000,664.163635,600.000000,1110.830322,473,
438,564,6,-67.500000,450.000000,637.500000,920.000000,473,
439,564,7,137.500000,606.666687,492.500000,843.333313,473,
322,565,1,-50.000000,-12.500000,475.000000,337.500000,475,
27,571,1,222.494995,5513.330078,1052.510010,6066.669922,510,
26,571,2,352.645996,5599.850098,915.869995,5975.339844,510,
1,574,1,-310.406006,25.666500,424.174988,515.388000,491,
2,574,2,-238.156006,-16.333300,242.925003,304.386993,491,
41,574,3,-510.906006,-75.333504,225.675003,415.721008,491,
39,575,1,-697.559021,186.919998,-148.623001,552.877014,491,
40,575,2,-747.557983,157.839005,8.621960,661.958008,491,
25,576,1,-708.068970,64.075500,393.212006,798.263000,486,
42,578,1,787.252991,877.070984,1301.959961,1220.209961,486,
43,578,2,712.252991,927.070984,1376.959961,1370.209961,486,
45,578,3,787.252991,927.070984,1301.959961,1270.209961,486,
46,578,4,897.258972,990.406006,1191.959961,1186.869995,486,
440,580,1,377.500000,1580.000000,842.500000,1890.000000,499,
236,585,1,-304.226013,-27.795837,226.108002,325.760132,499,
237,585,2,-304.226013,-27.795891,226.108002,325.760101,499,
34,595,1,731.059998,1891.760010,1856.359985,2641.959961,161,
53,599,1,206.324005,762.443970,1126.520020,1375.910034,495,
37,600,1,-927.010010,-595.859985,-307.069000,-182.565994,496,
38,600,2,-1002.010010,-595.859985,-382.069000,-182.565994,496,
47,601,1,-30.000000,292.141998,722.973999,794.125000,488,
48,601,2,400.000000,450.473999,692.973999,645.789978,488,
49,601,3,462.125000,395.000000,829.625000,640.000000,488,
54,602,1,-282.549011,1157.050049,283.686005,1534.540039,495,
55,602,2,-538.549011,959.719971,169.688004,1431.880005,495,
69,603,1,-445.234985,1392.709961,224.216003,1839.010010,495,
70,603,2,-674.739990,1679.040039,653.721008,2564.679932,495,
71,603,3,-315.750000,1612.000000,594.750000,2219.000000,495,
72,603,4,1684.989990,2122.530029,3254.449951,3168.830078,495,
98,603,5,-310.014008,1834.770020,309.454987,2247.750000,495,
36,604,1,259.886993,1465.520020,1164.920044,2068.870117,496,
52,608,1,665.346985,1813.349976,921.575989,1984.170044,504,
61,616,1,1036.709961,611.127991,1466.780029,897.841003,486,
50,619,1,-1205.719971,200.404999,-233.302002,848.684021,488,
63,624,1,-812.518982,-634.080017,585.736023,298.089996,501,
103,631,1,1384.329956,-764.840027,2739.800049,138.807007,492,
104,631,2,1631.000000,-754.666992,2698.000000,-43.333302,492,
105,631,3,2116.330078,-580.312988,2311.800049,-449.997986,492,
106,631,4,1993.569946,4012.409912,2767.280029,4528.220215,492,
107,631,5,2216.060059,4002.409912,3364.800049,4768.229980,492,
108,631,6,2586.570068,4455.750000,2960.280029,4704.879883,492,
109,631,7,-2271.550049,410.291992,-1978.290039,605.799011,492,
110,631,8,-2648.260010,414.108002,-2400.330078,579.395996,492,
101,632,1,1686.030029,4814.529785,3134.129883,5779.930176,492,
126,643,1,308.898010,-679.447998,1307.069946,-14.000000,614,
127,643,2,308.898010,-329.447998,1307.069946,336.000000,614,
119,644,1,-304.781006,-1018.170044,1226.969971,2.997262,720,
120,644,2,-1115.290039,-934.835022,157.464996,-86.331596,720,
135,644,3,-403.294006,-884.840332,725.474976,-132.327667,720,
